Fecha,Numero,Loteria
2022-12-28,287,Play noche
2022-12-28,655,Cafetero tarde
2022-12-28,543,Caribeña noche
2022-12-29,17,Sinuano día
2022-12-29,269,Saman día
2022-12-30,170,Dorado día
2022-12-30,415,Culona día
2022-12-30,4,Astro sol
2022-12-30,203,Astro luna
2022-12-30,100,Pijao
2022-12-30,84,Paisita 1
2022-12-30,722,Chontico noche
2022-12-30,560,Cafetero noche
2022-12-31,404,Cauca
2022-12-31,55,Dorado noche
2022-12-31,323,Fantastica noche
2022-12-31,449,Ant 2
2023-01-01,404,Paisita 1
2023-01-01,311,Chontico noche
2023-01-01,105,Chontico día
2023-01-01,105,Ant 2
2023-01-02,516,Dorado día
2023-01-02,0,Dorado tarde
2023-01-02,728,Astro luna
2023-01-02,347,Cafetero noche
2023-01-02,55,Sinuano día
2023-01-02,2,Play día
2023-01-02,17,Culona noche
2023-01-02,405,Saman día
2023-01-03,808,Huila
2023-01-03,311,Chontico día
2023-01-03,557,Cafetero tarde
2023-01-03,71,Play día
2023-01-03,333,Caribeña noche
2023-01-03,889,Motilon tarde
2023-01-03,4,Motilon noche
2022-01-04,98,Manizales
2022-01-04,317,Paisita 2
2022-01-04,334,Cafetero tarde
2022-01-04,857,Cash día
2022-01-04,91,Saman día
2023-01-05,943,Quindio
2023-01-05,516,Dorado tarde
2023-01-05,788,Fantastica noche
2022-01-06,311,Medellín
2022-01-06,758,Paisita 2
2022-01-06,459,Paisita 1
2022-01-06,8,Sinuano día
2022-01-06,256,Caribeña día
2022-01-06,806,Caribeña noche
2023-01-07,562,Boyacá
2023-01-07,471,Culona día
2023-01-07,517,Astro sol
2023-01-07,549,Astro luna
2023-01-07,404,Paisita 1
2023-01-07,876,Cafetero tarde
2023-01-07,500,Sinuano día
2023-01-07,666,Play día
2023-01-07,296,Caribeña noche
2023-01-07,323,Paisita 3
2023-01-08,317,Culona día
2023-01-08,615,Chontico día
2023-01-08,501,Chontico noche
2023-01-08,399,Sinuano día
2023-01-08,44,Caribeña noche
2023-01-09,785,Cash día
2023-01-09,417,Cash noche
2023-01-09,265,Saman día
2023-01-09,273,Culona noche
2023-01-10,83,Chontico noche
2023-01-10,91,Sinuano noche
2023-01-10,71,Caribeña noche
2023-01-10,678,Motilon tarde
2023-01-10,557,Fantastica noche
2023-01-11,758,Manizales
2023-01-11,878,Astro sol
2023-01-11,714,Chontico noche
2023-01-11,510,Play noche
2023-01-12,311,Astro sol
2023-01-12,806,Cash día
2023-01-12,892,Cash noche
2023-01-13,327,Dorado día
2023-01-13,333,Dorado tarde
2023-01-13,728,Astro sol
2023-01-13,400,Play día
2023-01-13,123,Culona noche
2023-01-14,960,Cauca
2023-01-14,203,Dorado día
2023-01-14,722,Culona día
2023-01-14,277,Cafetero tarde
2023-01-14,578,Cash día
2023-01-14,311,Play noche
2023-01-14,878,Saman día
2023-01-14,510,Caribeña día
2023-01-14,437,Motilon tarde
2023-01-14,23,Ant 2
2023-01-14,822,Fantastica noche
2023-01-14,54,Ant 1
2023-01-15,929,Culona día
2023-01-15,29,Paisita 2
2023-01-15,955,Chontico noche
2023-01-15,123,Play noche
2023-01-15,50,Motilon tarde
2023-01-15,876,Ant 1
2023-01-16,203,Astro sol
2023-01-16,399,Cundinamarca
2023-01-16,56,Cafetero noche
2023-01-16,61,Cash día
2023-01-16,71,Caribeña día
2023-01-16,755,Ant 2
2023-01-17,98,Dorado tarde
2023-01-17,50,Cafetero tarde
2023-01-17,269,Cafetero noche
2023-01-17,888,Cash noche
2023-01-17,806,Motilon noche
2023-01-17,546,Ant 2
2023-01-17,256,Ant 1
2023-01-18,265,Paisita 1
2023-01-18,423,Paisita 2
2023-01-18,23,Chontico noche
2023-01-19,437,Culona día
2023-01-19,879,Sinuano noche
2023-01-19,100,Cash día
2023-01-19,133,Fantastica día
2023-01-19,927,Ant 1
2023-01-20,945,Medellín
2023-01-20,728,Chontico noche
2023-01-20,324,Motilon noche
2023-01-21,324,Dorado día
2023-01-21,17,Dorado tarde
2023-01-21,555,Cafetero tarde
2023-01-21,710,Play noche
2023-01-21,44,Fantastica día
2023-01-21,273,Ant 2
2023-01-21,83,Culona noche
2023-01-22,55,Culona día
2023-01-22,768,Pijao
2023-01-22,927,Paisita 2
2023-01-22,622,Caribeña día
2023-01-22,978,Motilon tarde
2023-01-22,927,Ant 1
2023-01-23,433,Dorado tarde
2023-01-23,889,Play día
2023-01-23,324,Caribeña día
2023-01-23,44,Ant 1
2023-01-23,744,Culona noche
2023-01-24,978,Astro luna
2023-01-24,499,Astro sol
2023-01-24,354,Paisita 1
2023-01-24,830,Cafetero noche
2023-01-24,728,Motilon noche
2023-01-24,927,Culona noche
2023-01-25,994,Meta
2023-01-25,8,Manizales
2023-01-25,882,Dorado día
2023-01-25,15,Astro sol
2023-01-25,808,Cash noche
2023-01-25,655,Caribeña noche
2023-01-25,65,Motilon noche
2023-01-25,273,Ant 2
2023-01-25,500,Culona noche
2023-01-26,522,Paisita 2
2023-01-26,722,Cafetero tarde
2023-01-26,844,Play noche
2023-01-26,54,Motilon tarde
2023-01-26,177,Motilon noche
2023-01-26,955,Fantastica día
2023-01-27,728,Santander
2023-01-27,728,Play día
2023-01-27,582,Sinuano día
2023-01-27,714,Ant 1
2023-01-27,813,Fantastica día
2023-01-28,822,Boyacá
2023-01-28,806,Dorado día
2023-01-28,308,Cash noche
2023-01-28,409,Play noche
2023-01-28,472,Pijao
2023-01-28,265,Sinuano noche
2023-01-28,50,Caribeña noche
2023-01-28,862,Motilon noche
2023-01-28,622,Fantastica día
2023-01-29,405,Paisita 1
2023-01-29,372,Saman día
2023-01-29,954,Motilon tarde
2023-01-29,857,Motilon noche
2023-01-29,599,Ant 2
2023-01-30,517,Dorado tarde
2023-01-30,910,Cafetero tarde
2023-01-30,994,Cash noche
2023-01-30,353,Caribeña día
2023-01-30,714,Ant 1
2023-01-31,490,Huila
2023-01-31,599,Paisita 1
2023-01-31,955,Chontico día
2023-01-31,688,Sinuano día
2023-01-31,884,Saman día
2023-01-31,526,Caribeña día
2023-01-31,872,Caribeña noche
2023-01-31,335,Motilon tarde
2023-02-01,37,Meta
2023-02-01,289,Dorado tarde
2023-02-01,862,Cafetero noche
2023-02-01,549,Sinuano noche
2023-02-01,323,Cash noche
2023-02-01,905,Ant 1
2023-02-02,978,Bogotá
2023-02-02,335,Dorado tarde
2023-02-02,872,Culona día
2023-02-02,714,Paisita 1
2023-02-02,999,Cash día
2023-02-02,363,Saman día
2023-02-02,943,Ant 2
2023-02-03,522,Saman día
2023-02-03,522,Caribeña noche
2023-02-03,582,Culona noche
2023-02-04,400,Dorado tarde
2023-02-04,668,Culona día
2023-02-04,335,Caribeña día
2023-02-05,999,Astro luna
2023-02-05,111,Cafetero noche
2023-02-05,113,Paisita 2
2023-02-05,999,Paisita 1
2023-02-05,813,Caribeña día
2023-02-05,853,Caribeña noche
2023-02-06,741,Pijao
2023-02-06,111,Astro luna
2023-02-06,2,Paisita 2
2023-02-06,954,Cafetero noche
2023-02-06,363,Play día
2023-02-06,650,Motilon tarde
2023-02-06,539,Fantastica noche
2023-02-06,433,Ant 2
2023-02-06,269,Culona noche
2023-02-07,44,Huila
2023-02-07,265,Paisita 2
2023-02-07,354,Cash día
2023-02-07,879,Caribeña noche
2023-02-07,277,Caribeña día
2023-02-08,61,Astro luna
2023-02-08,399,Cafetero noche
2023-02-08,94,Play noche
2023-02-08,788,Saman día
2023-02-09,385,Paisita 1
2023-02-09,437,Sinuano día
2023-02-09,160,Saman día
2023-02-09,878,Ant 2
2023-02-10,437,Caribeña día
2023-02-10,323,Sinuano noche
2023-02-10,331,Dorado día
2023-02-11,505,Dorado día
2023-02-11,884,Astro luna
2023-02-11,337,Paisita 2
2023-02-11,71,Sinuano noche
2023-02-11,417,Fantastica noche
2023-02-12,755,Pijao
2023-02-12,177,Chontico día
2023-02-12,339,Sinuano noche
2023-02-12,982,Cafetero noche
2023-02-12,578,Cash noche
2023-02-12,882,Motilon noche
2023-02-12,385,Fantastica noche
2023-02-13,372,Paisita 1
2023-02-13,678,Chontico noche
2023-02-13,409,Ant 2
2023-02-14,15,Huila
2023-02-14,334,Dorado tarde
2023-02-14,91,Chontico noche
2023-02-14,988,Sinuano día
2023-02-14,277,Saman día
2023-02-14,23,Fantastica noche
2023-02-14,582,Motilon noche
2023-02-14,62,Culona noche
2023-02-14,650,Ant 2
2023-02-15,123,Motilon tarde
2023-02-15,170,Dorado tarde
2023-02-15,83,Paisita 1
2023-02-15,758,Play día
2023-02-15,337,Saman día
2023-02-15,510,Chontico noche
2023-02-15,433,Play noche
2023-02-15,311,Motilon noche
2023-02-16,105,Astro sol
2023-02-16,578,Sinuano noche
2023-02-16,277,Saman día
2023-02-16,200,Motilon tarde
2023-02-16,546,Caribeña día
2023-02-17,559,Medellín
2023-02-17,625,Risaralda
2023-02-17,287,Dorado tarde
2023-02-17,277,Cash noche
2023-02-17,546,Saman día
2023-02-17,714,Sinuano noche
2023-02-18,200,Boyacá
2023-02-18,308,Cauca
2023-02-18,45,Astro luna
2023-02-18,892,Chontico noche
2023-02-18,562,Cafetero tarde
2023-02-18,62,Play día
2023-02-18,572,Cash noche
2023-02-18,866,Fantastica día
2023-02-19,655,Astro luna
2023-02-19,352,Pijao
2023-02-19,945,Play noche
2023-02-19,61,Caribeña noche
2023-02-20,582,Cundinamarca
2023-02-20,822,Motilon noche
2023-02-21,449,Pijao
2023-02-21,160,Paisita 2
2023-02-21,113,Cafetero noche
2023-02-21,872,Cash día
2023-02-21,405,Play día
2023-02-21,803,Motilon tarde
2023-02-21,785,Fantastica noche
2023-02-21,133,Culona noche
2023-02-22,959,Meta
2023-02-22,728,Dorado día
2023-02-22,100,Dorado tarde
2023-02-22,213,Pijao
2023-02-22,557,Cafetero noche
2023-02-22,465,Sinuano día
2023-02-22,574,Cafetero tarde
2023-02-22,0,Play noche
2023-02-22,165,Fantastica día
2023-02-22,91,Ant 2
2023-02-23,582,Astro luna
2023-02-23,61,Paisita 1
2023-02-23,417,Paisita 2
2023-02-23,474,Play día
2023-02-24,55,Medellín
2023-02-24,546,Astro luna
2023-02-24,803,Astro sol
2023-02-24,415,Chontico noche
2023-02-24,978,Play día
2023-02-24,358,Play noche
2023-02-24,857,Motilon noche
2023-02-24,728,Ant 1
2023-02-25,560,Dorado tarde
2023-02-25,287,Astro sol
2023-02-25,517,Paisita 2
2023-02-25,827,Chontico noche
2023-02-25,222,Cafetero noche
2023-02-25,615,Cash día
2023-02-25,165,Motilon noche
2023-02-25,886,Fantastica noche
2023-02-25,582,Ant 2
2023-02-26,678,Culona día
2023-02-26,516,Astro luna
2023-02-26,562,Cash noche
2023-02-27,533,Astro luna
2023-02-27,100,Cafetero tarde
2023-02-27,822,Cafetero noche
2023-02-27,818,Motilon tarde
2023-02-28,50,Cash día
2023-02-28,888,Cash noche
2023-02-28,982,Caribeña noche
2023-02-28,490,Caribeña día
2023-02-28,113,Fantastica noche
2023-03-01,755,Paisita 2
2023-03-01,978,Cash noche
2023-03-02,123,Astro luna
2023-03-02,133,Sinuano día
2023-03-02,533,Cafetero noche
2023-03-02,450,Play noche
2023-03-02,962,Culona noche
2023-03-03,732,Medellín
2023-03-03,892,Risaralda
2023-03-03,610,Dorado tarde
2023-03-03,377,Chontico noche
2023-03-03,351,Cash día
2023-03-03,437,Ant 1
2023-03-04,352,Motilon noche
2023-03-05,77,Chontico día
2023-03-05,884,Sinuano día
2023-03-05,650,Ant 2
2023-03-05,91,Ant 1
2023-03-06,230,Dorado tarde
2023-03-06,830,Astro luna
2023-03-06,744,Astro sol
2023-03-06,299,Sinuano noche
2023-03-06,955,Sinuano día
2023-03-06,474,Play día
2023-03-06,615,Motilon noche
2023-03-06,278,Fantastica día
2023-03-07,818,Paisita 1
2023-03-07,302,Sinuano noche
2023-03-07,744,Cafetero noche
2023-03-07,546,Play día
2023-03-07,222,Cash noche
2023-03-07,490,Caribeña noche
2023-03-07,499,Fantastica día
2023-03-07,29,Culona noche
2023-03-08,472,Meta
2023-03-08,882,Astro sol
2023-03-08,2,Paisita 1
2023-03-08,287,Cafetero noche
2023-03-08,538,Caribeña noche
2023-03-08,522,Fantastica noche
2023-03-08,321,Ant 1
2023-03-09,437,Quindio
2023-03-09,415,Dorado día
2023-03-09,982,Paisita 2
2023-03-09,91,Sinuano noche
2023-03-09,505,Play noche
2023-03-09,876,Culona noche
2023-03-10,287,Dorado día
2023-03-10,459,Culona día
2023-03-10,222,Astro sol
2023-03-10,549,Saman día
2023-03-10,578,Motilon tarde
2023-03-10,287,Motilon noche
2023-03-11,256,Dorado día
2023-03-11,358,Astro luna
2023-03-11,8,Paisita 1
2023-03-11,417,Cafetero noche
2023-03-11,170,Sinuano noche
2023-03-11,994,Caribeña día
2023-03-11,456,Saman día
2023-03-11,333,Play noche
2023-03-11,133,Motilon noche
2023-03-11,732,Ant 1
2023-03-12,358,Paisita 2
2023-03-12,533,Cafetero noche
2023-03-12,37,Play noche
2023-03-12,27,Motilon tarde
2023-03-12,822,Fantastica noche
2023-03-13,165,Cundinamarca
2023-03-13,433,Dorado tarde
2023-03-13,844,Culona día
2023-03-13,354,Astro sol
2023-03-13,100,Paisita 2
2023-03-13,377,Chontico día
2023-03-13,950,Cash día
2023-03-13,960,Fantastica noche
2023-03-13,400,Saman día
2023-03-13,230,Fantastica día
2023-03-13,878,Ant 2
2023-03-14,722,Dorado tarde
2023-03-14,688,Sinuano día
2023-03-14,910,Cash día
2023-03-14,358,Motilon tarde
2023-03-14,269,Motilon noche
2023-03-14,866,Fantastica noche
2023-03-15,557,Dorado tarde
2023-03-15,555,Pijao
2023-03-15,599,Chontico noche
2023-03-15,62,Cafetero tarde
2023-03-15,415,Cafetero noche
2023-03-15,351,Play día
2023-03-15,926,Motilon noche
2023-03-16,744,Culona día
2023-03-16,265,Astro sol
2023-03-16,701,Cash día
2023-03-16,622,Motilon tarde
2023-03-16,876,Caribeña día
2023-03-16,876,Culona noche
2023-03-17,734,Dorado día
2023-03-17,233,Paisita 1
2023-03-17,892,Caribeña día
2023-03-17,741,Saman día
2023-03-17,287,Fantastica noche
2023-03-17,905,Ant 2
2023-03-18,562,Cafetero noche
2023-03-18,29,Cash noche
2023-03-18,404,Caribeña noche
2023-03-18,444,Ant 1
2023-03-18,853,Culona noche
2023-03-19,400,Paisita 2
2023-03-19,886,Chontico día
2023-03-19,882,Sinuano día
2023-03-20,372,Paisita 1
2023-03-20,803,Chontico día
2023-03-20,553,Fantastica noche
2023-03-21,339,Chontico día
2023-03-21,904,Play noche
2023-03-21,517,Motilon noche
2023-03-22,277,Valle
2023-03-22,844,Culona día
2023-03-22,100,Pijao
2023-03-22,827,Play día
2023-03-22,599,Motilon noche
2023-03-22,886,Ant 1
2023-03-23,88,Astro luna
2023-03-23,927,Paisita 2
2023-03-23,809,Chontico día
2023-03-23,200,Chontico noche
2023-03-23,884,Caribeña noche
2023-03-23,100,Motilon tarde
2023-03-24,15,Dorado día
2023-03-24,510,Astro luna
2023-03-24,471,Play día
2023-03-24,813,Saman día
2023-03-24,423,Ant 2
2023-03-25,98,Cauca
2023-03-25,499,Dorado día
2023-03-25,404,Paisita 1
2023-03-25,950,Cash noche
2023-03-25,269,Ant 2
2023-03-26,910,Cafetero noche
2023-03-26,904,Caribeña día
2023-03-26,880,Motilon tarde
2023-03-27,866,Tolima
2023-03-27,844,Dorado tarde
2023-03-27,17,Chontico noche
2023-03-27,4,Sinuano día
2023-03-27,668,Caribeña día
2023-03-27,417,Ant 1
2023-03-28,982,Astro sol
2023-03-28,333,Play día
2023-03-29,449,Dorado día
2023-03-29,50,Astro sol
2023-03-29,339,Astro luna
2023-03-30,517,Dorado tarde
2023-03-30,610,Chontico día
2023-03-30,744,Motilon tarde
2023-03-30,423,Fantastica día
2023-03-31,165,Dorado tarde
2023-03-31,54,Chontico noche
2023-03-31,474,Play noche
2023-03-31,84,Caribeña noche
2023-03-31,335,Fantastica día
2023-03-31,549,Caribeña noche
2023-04-01,962,Cauca
2023-04-01,113,Paisita 1
2023-04-01,889,Sinuano día
2023-04-01,433,Play noche
2023-04-01,200,Motilon tarde
2023-04-01,610,Fantastica noche
2023-04-01,650,Motilon noche
2023-04-01,351,Ant 1
2023-04-02,559,Cafetero noche
2023-04-02,954,Play día
2023-04-02,668,Saman día
2023-04-02,574,Caribeña día
2023-04-02,449,Motilon noche
2023-04-02,459,Motilon tarde
2023-04-02,927,Ant 2
2023-04-03,688,Tolima
2023-04-03,710,Paisita 1
2023-04-03,368,Paisita 2
2023-04-03,538,Chontico día
2023-04-03,347,Play día
2023-04-03,610,Caribeña noche
2023-04-03,578,Ant 1
2023-04-04,599,Santander
2023-04-04,785,Astro luna
2023-04-04,945,Sinuano día
2023-04-04,853,Play noche
2023-04-04,615,Motilon tarde
2023-04-04,741,Motilon noche
2023-04-04,54,Ant 2
2023-04-05,233,Culona día
2023-04-05,333,Astro sol
2023-04-05,876,Chontico día
2023-04-05,160,Caribeña día
2023-04-05,354,Ant 2
2023-04-06,498,Chontico día
2023-04-06,982,Cash día
2023-04-06,615,Saman día
2023-04-06,55,Caribeña día
2023-04-06,827,Ant 2
2023-04-07,857,Sinuano día
2023-04-07,333,Cash noche
2023-04-07,490,Saman día
2023-04-07,111,Ant 2
2023-04-08,415,Dorado noche
2023-04-08,347,Dorado tarde
2023-04-08,409,Paisita 2
2023-04-08,813,Fantastica noche
2023-04-08,160,Fantastica día
2023-04-09,465,Culona día
2023-04-09,610,Astro luna
2023-04-09,335,Paisita 1
2023-04-09,955,Cash día
2023-04-09,94,Saman día
2023-04-09,385,Caribeña noche
2023-04-09,678,Fantastica noche
2023-04-09,857,Culona noche
2023-04-10,37,Dorado día
2023-04-10,37,Cundinamarca
2023-04-10,884,Astro sol
2023-04-10,803,Cash noche
2023-04-11,0,Astro sol
2023-04-11,2,Cash noche
2023-04-11,862,Caribeña noche
2023-04-11,8,Ant 2
2023-04-12,113,Astro luna
2023-04-12,510,Pijao
2023-04-12,510,Paisita 1
2023-04-13,62,Caribeña noche
2023-04-13,368,Motilon tarde
2023-04-14,943,Astro sol
2023-04-14,335,Cafetero tarde
2023-04-14,44,Fantastica noche
2023-04-15,678,Cauca
2023-04-15,982,Dorado noche
2023-04-15,44,Paisita 1
2023-04-15,62,Chontico noche
2023-04-15,882,Cash noche
2023-04-15,83,Saman día
2023-04-15,732,Play noche
2023-04-15,400,Motilon noche
2023-04-15,557,Ant 2
2023-04-15,105,Culona noche
2023-04-16,490,Saman día
2023-04-16,84,Chontico noche
2023-04-16,929,Caribeña día
2023-04-17,813,Culona día
2023-04-17,474,Paisita 2
2023-04-17,732,Sinuano día
2023-04-17,4,Cash noche
2023-04-17,456,Caribeña día
2023-04-17,472,Fantastica día
2023-04-18,945,Cruz roja
2023-04-18,546,Astro sol
2023-04-18,323,Cafetero tarde
2023-04-18,450,Sinuano noche
2023-04-18,296,Play día
2023-04-18,574,Caribeña día
2023-04-18,45,Fantastica día
2023-04-19,423,Astro luna
2023-04-19,555,Paisita 2
2023-04-19,943,Chontico día
2023-04-19,668,Chontico noche
2023-04-19,678,Motilon tarde
2023-04-20,133,Astro sol
2023-04-20,741,Pijao
2023-04-20,353,Cash día
2023-04-20,91,Caribeña día
2023-04-20,560,Caribeña noche
2023-04-20,335,Fantastica día
2023-04-21,444,Risaralda
2023-04-21,56,Culona día
2023-04-21,471,Pijao
2023-04-21,353,Paisita 1
2023-04-21,982,Cafetero tarde
2023-04-21,71,Cash noche
2023-04-21,950,Culona noche
2023-04-22,177,Boyacá
2023-04-22,308,Caribeña día
2023-04-22,474,Chontico noche
2023-04-22,15,Paisita 3
2023-04-23,91,Play día
2023-04-23,927,Play noche
2023-04-23,308,Motilon noche
2023-04-23,862,Ant 2
2023-04-24,456,Tolima
2023-04-24,954,Astro luna
2023-04-24,999,Pijao
2023-04-24,449,Chontico día
2023-04-24,23,Cafetero tarde
2023-04-24,526,Ant 2
2023-04-26,562,Cafetero noche
2023-04-26,29,Cash noche
2023-04-26,456,Culona noche
2023-04-27,91,Quindio
2023-04-27,287,Fantastica día
2023-04-28,945,Medellín
2023-04-28,8,Santander
2023-04-28,437,Dorado tarde
2023-04-28,876,Pijao
2023-04-28,170,Chontico noche
2023-04-28,722,Sinuano día
2023-04-29,806,Dorado tarde
2023-04-29,543,Chontico noche
2023-04-29,538,Sinuano noche
2023-04-29,368,Paisita 3
2023-04-29,944,Fantastica día
2023-04-29,768,Fantastica noche
2023-04-29,728,Ant 2
2023-04-30,450,Astro luna
2023-04-30,978,Cafetero noche
2023-04-30,499,Cash día
2023-04-30,945,Play noche
2023-04-30,437,Culona noche
2023-05-01,768,Chontico noche
2023-05-01,866,Caribeña noche
2023-05-01,222,Paisita 2
2023-05-02,449,Astro sol
2023-05-02,358,Astro luna
2023-05-02,582,Pijao
2023-05-02,459,Paisita 2
2023-05-02,557,Chontico día
2023-05-02,806,Cafetero noche
2023-05-02,335,Caribeña día
2023-05-02,788,Motilon noche
2023-05-03,892,Manizales
2023-05-03,830,Cash noche
2023-05-04,213,Bogotá
2023-05-04,98,Dorado tarde
2023-05-04,61,Astro sol
2023-05-04,133,Astro luna
2023-05-04,100,Pijao
2023-05-04,233,Chontico día
2023-05-04,385,Saman día
2023-05-05,474,Santander
2023-05-05,65,Pijao
2023-05-05,755,Sinuano día
2023-05-05,352,Motilon tarde
2023-05-05,710,Fantastica día
2023-05-05,806,Culona noche
2023-05-06,666,Cauca
2023-05-06,582,Caribeña día
2023-05-06,888,Caribeña noche
2023-05-06,882,Saman día
2023-05-06,444,Motilon noche
2023-05-06,91,Fantastica noche
2023-05-06,516,Ant 1
2023-05-06,437,Ant 2
2023-05-07,960,Chontico noche
2023-05-07,277,Sinuano noche
2023-05-07,273,Motilon tarde
2023-05-07,960,Motilon noche
2023-05-07,818,Ant 2
2023-05-07,233,Culona noche
2023-05-08,559,Cafetero tarde
2023-05-08,803,Chontico noche
2023-05-08,256,Sinuano día
2023-05-08,889,Play día
2023-05-08,950,Motilon noche
2023-05-09,4,Cruz roja
2023-05-09,233,Play día
2023-05-09,788,Cash noche
2023-05-09,901,Play noche
2023-05-09,666,Caribeña noche
2023-05-09,55,Ant 1
2023-05-10,950,Paisita 2
2023-05-10,688,Paisita 1
2023-05-10,230,Sinuano día
2023-05-10,200,Sinuano noche
2023-05-10,203,Motilon tarde
2023-05-11,83,Play día
2023-05-11,111,Caribeña noche
2023-05-11,405,Ant 1
2023-05-12,701,Medellín
2023-05-12,83,Risaralda
2023-05-12,559,Astro luna
2023-05-12,347,Culona día
2023-05-12,23,Saman día
2023-05-12,501,Fantastica día
2023-05-13,892,Cauca
2023-05-13,0,Culona día
2023-05-13,269,Sinuano día
2023-05-13,334,Ant 2
2023-05-13,722,Ant 1
2023-05-14,333,Dorado noche
2023-05-14,741,Culona día
2023-05-14,0,Saman día
2023-05-14,777,Motilon tarde
2023-05-15,927,Paisita 2
2023-05-15,927,Astro luna
2023-05-15,516,Chontico día
2023-05-15,233,Fantastica día
2023-05-16,830,Huila
2023-05-16,844,Dorado día
2023-05-16,768,Paisita 1
2023-05-16,302,Sinuano día
2023-05-16,334,Caribeña noche
2023-05-16,265,Motilon tarde
2023-05-16,950,Motilon noche
2023-05-17,509,Valle
2023-05-17,277,Meta
2023-05-17,15,Chontico día
2023-05-17,27,Pijao
2023-05-17,999,Cash noche
2023-05-17,562,Caribeña día
2023-05-17,728,Culona noche
2023-05-18,230,Culona día
2023-05-18,888,Cafetero noche
2023-05-18,755,Sinuano día
2023-05-18,55,Sinuano noche
2023-05-18,960,Play día
2023-05-18,944,Caribeña noche
2023-05-18,317,Ant 1
2023-05-19,533,Santander
2023-05-19,490,Culona día
2023-05-19,123,Astro luna
2023-05-19,170,Chontico día
2023-05-20,449,Cafetero tarde
2023-05-20,625,Cash noche
2023-05-20,886,Saman día
2023-05-20,62,Paisita 3
2023-05-21,4,Dorado noche
2023-05-21,822,Cafetero noche
2023-05-21,0,Ant 1
2023-05-21,333,Culona noche
2023-05-22,327,Cafetero noche
2023-05-22,339,Motilon tarde
2023-05-22,803,Ant 1
2023-05-23,256,Huila
2023-05-23,714,Dorado tarde
2023-05-23,546,Play día
2023-05-23,615,Pijao
2023-05-23,459,Chontico noche
2023-05-23,165,Caribeña día
2023-05-23,377,Motilon tarde
2023-05-23,471,Fantastica día
2023-05-24,559,Chontico día
2023-05-24,516,Paisita 2
2023-05-24,56,Sinuano día
2023-05-24,853,Cash día
2023-05-24,560,Saman día
2023-05-24,335,Ant 1
2023-05-25,650,Dorado día
2023-05-25,0,Dorado tarde
2023-05-25,944,Cafetero tarde
2023-05-25,500,Sinuano día
2023-05-25,755,Motilon noche
2023-05-26,363,Santander
2023-05-26,526,Risaralda
2023-05-26,256,Culona día
2023-05-26,299,Cafetero tarde
2023-05-26,866,Cafetero noche
2023-05-26,803,Cash día
2023-05-26,560,Play noche
2023-05-27,165,Pijao
2023-05-27,423,Sinuano día
2023-05-27,27,Saman día
2023-05-28,905,Dorado noche
2023-05-28,728,Pijao
2023-05-28,449,Chontico día
2023-05-28,625,Caribeña día
2023-05-28,888,Ant 2
2023-05-29,352,Paisita 1
2023-05-29,56,Cash día
2023-05-29,866,Motilon tarde
2023-05-29,741,Ant 1
2023-05-29,29,Fantastica noche
2023-05-29,806,Motilon noche
2023-05-30,459,Cruz roja
2023-05-30,758,Dorado día
2023-05-30,105,Culona día
2023-05-30,785,Motilon tarde
2023-05-30,678,Caribeña día
2023-05-31,123,Dorado tarde
2023-05-31,160,Chontico día
2023-05-31,334,Paisita 1
2023-05-31,553,Chontico noche
2023-05-31,517,Cash día
2023-05-31,177,Caribeña noche
2023-05-31,549,Caribeña día
2023-05-31,321,Saman día
2023-06-01,866,Chontico día
2023-06-01,415,Cash día
2023-06-01,806,Saman día
2023-06-01,574,Motilon noche
2023-06-02,768,Medellín
2023-06-02,625,Dorado día
2023-06-02,358,Chontico día
2023-06-02,472,Sinuano día
2023-06-02,539,Play día
2023-06-03,954,Pijao
2023-06-03,44,Chontico día
2023-06-03,233,Chontico noche
2023-06-03,955,Play día
2023-06-03,433,Saman día
2023-06-04,830,Culona día
2023-06-04,299,Cafetero noche
2023-06-04,498,Cash día
2023-06-05,806,Dorado día
2023-06-05,758,Cafetero tarde
2023-06-05,233,Sinuano noche
2023-06-05,734,Play noche
2023-06-05,54,Saman día
2023-06-06,574,Huila
2023-06-06,334,Astro sol
2023-06-06,324,Pijao
2023-06-06,880,Paisita 1
2023-06-06,688,Cafetero noche
2023-06-06,910,Cash día
2023-06-06,37,Cash noche
2023-06-06,889,Saman día
2023-06-06,714,Ant 2
2023-06-06,806,Culona noche
2023-06-07,755,Chontico día
2023-06-07,830,Sinuano día
2023-06-07,358,Motilon noche
2023-06-07,400,Fantastica día
2023-06-07,339,Ant 1
2023-06-08,806,Culona día
2023-06-08,655,Cash noche
2023-06-08,505,Motilon noche
2023-06-09,808,Dorado día
2023-06-09,456,Paisita 2
2023-06-09,590,Pijao
2023-06-09,15,Cafetero noche
2023-06-09,501,Sinuano día
2023-06-09,882,Cash noche
2023-06-09,722,Motilon tarde
2023-06-10,827,Dorado tarde
2023-06-10,562,Dorado noche
2023-06-10,892,Cafetero noche
2023-06-10,459,Fantastica día
2023-06-10,878,Astro luna
2023-06-11,324,Astro luna
2023-06-11,578,Ant 1
2023-06-11,444,Caribeña día
2023-06-12,296,Chontico día
2023-06-12,516,Paisita 1
2023-06-12,929,Ant 2
2023-06-13,465,Astro sol
2023-06-13,574,Astro luna
2023-06-13,437,Paisita 1
2023-06-13,857,Cafetero noche
2023-06-13,574,Saman día
2023-06-13,960,Sinuano noche
